Dates	Active	Deaths	Newcases	recover
Jan 16, 2023	NA	3	0	173
Jan 17, 2023	NA	2	0	170
Jan 18, 2023	NA	2	0	161
Jan 19, 2023	NA	0	0	135
Jan 20, 2023	NA	1	37	117
Jan 21, 2023	NA	1	94	118
Jan 22, 2023	NA	0	89	0
Jan 23, 2023	NA	1	102	201
Jan 24, 2023	NA	0	132	147
Jan 25, 2023	NA	0	99	108
Jan 26, 2023	NA	0	93	147
Jan 27, 2023	NA	0	109	108
Jan 28, 2023	NA	1	80	74
Jan 29, 2023	NA	4	65	158
Jan 30, 2023	NA	0	111	83
Jan 31, 2023	NA	0	128	0
Feb 01, 2023	NA	0	99	245
Feb 02, 2023	NA	1	128	96
Feb 03, 2023	NA	2	113	88
Feb 04, 2023	NA	2	91	91
Feb 05, 2023	NA	0	89	135
Feb 06, 2023	NA	0	96	81
Feb 07, 2023	NA	3	109	111
Feb 08, 2023	NA	0	114	96
Feb 09, 2023	NA	3	132	109
Feb 10, 2023	NA	1	124	101
Feb 11, 2023	NA	0	82	85
Feb 12, 2023	NA	0	74	93
Feb 13, 2023	NA	3	102	94
Feb 14, 2023	NA	1	126	113
Feb 15, 2023	NA	0	156	129
Feb 16, 2023	NA	1	117	112
Feb 17, 2023	NA	1	142	107
Feb 18, 2023	NA	1	120	102
Feb 19, 2023	NA	0	95	90
Feb 20, 2023	NA	5	125	110
Feb 21, 2023	NA	1	193	127
Feb 22, 2023	NA	1	169	152
Feb 23, 2023	NA	1	180	106
Feb 24, 2023	NA	0	218	154
Feb 25, 2023	NA	0	185	104
Feb 26, 2023	NA	3	169	140
Feb 27, 2023	NA	0	240	161
Feb 28, 2023	NA	0	268	164
Mar 01, 2023	NA	0	283	197
Mar 02, 2023	NA	0	334	170
Mar 03, 2023	NA	1	324	219
Mar 04, 2023	NA	3	281	171
Mar 05, 2023	NA	1	266	197
Mar 06, 2023	NA	1	326	220
Mar 07, 2023	NA	1	379	277
Mar 08, 2023	NA	2	440	320
Mar 09, 2023	NA	5	456	0
Mar 10, 2023	NA	1	524	654
Mar 11, 2023	NA	5	444	252
Mar 12, 2023	NA	4	402	306
Mar 13, 2023	NA	3	618	319
Mar 14, 2023	NA	4	754	327
Mar 15, 2023	NA	2	796	388
Mar 16, 2023	NA	5	843	476
Mar 17, 2023	NA	3	1071	542
Mar 18, 2023	NA	2	918	479
Mar 19, 2023	NA	6	646	435
Mar 20, 2023	NA	7	1134	662
Mar 21, 2023	NA	6	1300	718
Mar 22, 2023	NA	4	1249	925
Mar 23, 2023	NA	7	1590	910
Mar 24, 2023	NA	14	1890	1051
Mar 25, 2023	NA	5	1805	932
Mar 26, 2023	NA	9	1573	888
Mar 27, 2023	NA	5	2151	1222
Mar 28, 2023	NA	11	3016	1396
Mar 29, 2023	NA	9	3094	1390
Mar 30, 2023	NA	15	2995	1840
Mar 31, 2023	NA	13	3824	1784
Apr 01, 2023	NA	14	3641	1800
Apr 02, 2023	NA	11	3038	2069
Apr 03, 2023	NA	11	4435	2508
Apr 04, 2023	NA	14	5335	2826
Apr 05, 2023	NA	21	6050	3320
Apr 06, 2023	NA	16	6155	3253
Apr 07, 2023	NA	19	5357	3726
Apr 08, 2023	NA	29	5880	3481
Apr 09, 2023	NA	27	5676	3761
Apr 10, 2023	NA	23	7830	4692
Apr 11, 2023	NA	27	10158	5356
Apr 12, 2023	NA	11	11109	6456
Apr 13, 2023	NA	38	10753	6628
Apr 14, 2023	NA	40	10093	6248
Apr 15, 2023	NA	28	9111	6313
Apr 16, 2023	NA	42	7633	6702
Apr 17, 2023	NA	29	10542	8175
Apr 18, 2023	NA	16	12591	10827
Apr 19, 2023	NA	24	11692	10780
Apr 20, 2023	NA	29	12193	10765
Apr 21, 2023	NA	26	10112	9833
Apr 22, 2023	NA	44	6904	9011
Apr 23, 2023	NA	40	6934	9213
Apr 24, 2023	NA	25	9629	11967
Apr 25, 2023	NA	14	9355	12932
Apr 26, 2023	NA	17	7533	11047
Apr 27, 2023	NA	20	7171	9669
Apr 28, 2023	NA	22	5874	8148
Apr 29, 2023	NA	36	4282	6037
Apr 30, 2023	NA	17	3325	6379
May 01, 2023	NA	21	3720	7698
May 02, 2023	NA	12	3962	7873
May 03, 2023	NA	15	3611	6587
May 04, 2023	NA	15	2961	6135
May 05, 2023	NA	14	2380	5188
May 06, 2023	NA	17	1839	3861
May 07, 2023	NA	14	1331	3752
May 08, 2023	NA	3	2109	3430
May 09, 2023	NA	8	1690	3469
May 10, 2023	NA	12	1580	3167
May 11, 2023	NA	4	1223	2720
May 12, 2023	NA	20	1272	2252
May 13, 2023	NA	4	801	1815
May 14, 2023	NA	6	656	2100
May 15, 2023	NA	8	1021	2661
May 16, 2023	NA	7	906	2100
May 17, 2023	NA	4	865	1948
May 18, 2023	NA	6	782	1193
May 19, 2023	NA	5	756	1308
May 20, 2023	NA	2	473	958
May 21, 2023	NA	3	405	920
May 22, 2023	NA	5	552	1059
May 23, 2023	NA	2	535	953
May 24, 2023	NA	1	490	949
May 25, 2023	NA	3	425	870
May 26, 2023	NA	2	403	685
May 27, 2023	NA	2	310	571
May 28, 2023	NA	4	224	429
May 29, 2023	NA	2	310	588
May 30, 2023	NA	2	288	583
May 31, 2023	NA	2	267	454
Jun 01, 2023	NA	0	237	467
Jun 02, 2023	NA	2	202	359
Jun 03, 2023	NA	2	174	322
Jun 04, 2023	NA	0	124	314
Jun 05, 2023	NA	3	214	384
Jun 06, 2023	NA	0	199	341
Jun 07, 2023	NA	1	169	299
Jun 08, 2023	NA	0	186	240
Jun 09, 2023	NA	1	140	188
Jun 10, 2023	NA	0	0	0
Jun 11, 2023	NA	0	0	373
Jun 12, 2023	NA	2	292	220
Jun 13, 2023	NA	1	106	186
Jun 14, 2023	NA	1	96	146
Jun 15, 2023	NA	1	108	142
Jun 16, 2023	NA	2	90	146
Jun 17, 2023	NA	2	63	77
Jun 18, 2023	NA	1	36	101
Jun 19, 2023	NA	0	92	149
Jun 20, 2023	NA	0	95	95
Jun 21, 2023	NA	0	51	121
Jun 22, 2023	NA	0	55	113
Jun 23, 2023	NA	2	80	63
Jun 24, 2023	NA	0	47	62
Jun 25, 2023	NA	1	0	0
Jun 26, 2023	NA	1	33	82
Jun 27, 2023	NA	0	112	167
Jun 28, 2023	NA	1	0	0
Jun 29, 2023	NA	2	84	119
Jun 30, 2023	NA	0	53	75
Jul 01, 2023	NA	2	0	0
Jul 02, 2023	NA	0	70	91
Jul 03, 2023	NA	1	56	69
Jul 04, 2023	NA	0	0	0
Jul 05, 2023	NA	0	87	83
Jul 06, 2023	NA	0	0	0
Jul 07, 2023	NA	0	81	81
Jul 08, 2023	NA	1	24	47
Jul 09, 2023	NA	0	20	31
Jul 10, 2023	NA	1	46	53
Jul 11, 2023	NA	0	0	0
Jul 12, 2023	NA	0	100	116
Jul 13, 2023	NA	0	54	42
Jul 14, 2023	NA	0	59	34
Jul 15, 2023	NA	0	43	34
Jul 16, 2023	NA	0	0	0
Jul 17, 2023	NA	0	0	0
Jul 18, 2023	NA	0	134	99
Jul 19, 2023	NA	0	0	0
Jul 20, 2023	NA	0	0	0
Jul 21, 2023	NA	0	0	0
Jul 22, 2023	NA	0	256	268
Jul 23, 2023	NA	0	0	0
Jul 24, 2023	NA	1	81	76
Jul 25, 2023	NA	1	42	59
Jul 26, 2023	NA	0	52	49
Jul 27, 2023	NA	0	50	49
Jul 28, 2023	NA	1	52	43
Jul 29, 2023	NA	0	41	37
Jul 30, 2023	NA	0	36	29
Jul 31, 2023	NA	0	0	0
Aug 01, 2023	NA	0	137	77
Aug 02, 2023	NA	0	0	0
Aug 03, 2023	NA	0	131	111
Aug 04, 2023	NA	2	47	48
Aug 05, 2023	NA	0	54	32
Aug 06, 2023	NA	0	0	0
Aug 07, 2023	NA	1	78	113
Aug 08, 2023	NA	0	39	71
Aug 09, 2023	NA	1	47	47
Aug 10, 2023	NA	0	38	56
Aug 11, 2023	NA	2	38	54
Aug 12, 2023	NA	0	39	37
Aug 13, 2023	NA	1	22	41
Aug 14, 2023	NA	0	58	60
Aug 15, 2023	NA	1	33	45
Aug 16, 2023	NA	0	50	45
Aug 17, 2023	NA	0	72	60
Aug 18, 2023	NA	0	51	35
Aug 19, 2023	NA	1	54	46
Aug 20, 2023	NA	1	23	28
Aug 21, 2023	NA	0	56	51
Aug 22, 2023	NA	1	54	45
Aug 23, 2023	NA	0	73	48
Aug 24, 2023	NA	0	60	64
Aug 25, 2023	NA	1	44	45
Aug 26, 2023	NA	0	70	47
Aug 27, 2023	NA	0	23	38
Aug 28, 2023	NA	0	61	48
Aug 29, 2023	NA	0	50	51
Aug 30, 2023	NA	0	0	0
Aug 31, 2023	NA	0	6	0
Sep 01, 2023	NA	0	153	1076
Sep 02, 2023	NA	0	0	0
Sep 03, 2023	NA	0	0	0
Sep 04, 2023	NA	0	140	158
Sep 05, 2023	NA	0	71	68
Sep 06, 2023	NA	0	46	55
Sep 07, 2023	NA	0	59	64
Sep 08, 2023	NA	0	68	56
Sep 09, 2023	NA	0	70	52
Sep 10, 2023	NA	0	40	42
Sep 11, 2023	NA	0	97	64
Sep 12, 2023	NA	0	58	63
Sep 13, 2023	NA	0	60	50
Sep 14, 2023	NA	0	72	59
Sep 15, 2023	NA	0	55	59
Sep 16, 2023	NA	0	55	60
Sep 17, 2023	NA	0	26	50
Sep 18, 2023	NA	0	51	90
Sep 19, 2023	NA	0	44	53
Sep 20, 2023	NA	0	55	65
Sep 21, 2023	NA	0	70	65
Sep 22, 2023	NA	0	62	59
Sep 23, 2023	NA	0	40	53
Sep 24, 2023	NA	0	38	31
Sep 25, 2023	NA	0	47	44
Sep 26, 2023	NA	0	51	41
Sep 27, 2023	NA	0	40	50
Sep 28, 2023	NA	0	41	63
Sep 29, 2023	NA	0	56	59
Sep 30, 2023	NA	0	36	45
Oct 01, 2023	NA	0	42	47
Oct 02, 2023	NA	0	38	66
Oct 03, 2023	NA	0	250	267
Oct 04, 2023	NA	0	39	55
Oct 05, 2023	NA	0	42	44
Oct 06, 2023	NA	0	43	35
Oct 07, 2023	NA	0	38	43
Oct 08, 2023	NA	0	26	52
Oct 09, 2023	NA	0	46	35
Oct 10, 2023	NA	0	0	0
Oct 11, 2023	NA	0	72	69
Oct 12, 2023	NA	0	51	41
Oct 13, 2023	NA	0	0	0
Oct 14, 2023	NA	0	0	0
Oct 15, 2023	NA	0	0	0
Oct 16, 2023	NA	0	119	172
Oct 17, 2023	NA	0	48	47
Oct 18, 2023	NA	0	37	41
Oct 19, 2023	NA	0	0	0
Oct 20, 2023	NA	2	0	0
Oct 21, 2023	NA	0	0	0
Oct 22, 2023	NA	0	1287	0
Oct 23, 2023	NA	0	0	0
Oct 24, 2023	NA	0	98	183
Oct 25, 2023	NA	0	0	0
Oct 26, 2023	NA	0	61	36
Oct 27, 2023	NA	0	0	0
Oct 28, 2023	NA	0	57	75
Oct 29, 2023	NA	0	0	0
Oct 30, 2023	NA	0	0	0
Oct 31, 2023	NA	0	0	0
Nov 01, 2023	NA	0	0	0
Nov 02, 2023	NA	0	0	0
Nov 03, 2023	NA	2	0	0
Nov 04, 2023	NA	0	0	0
Nov 05, 2023	NA	0	0	0
Nov 06, 2023	NA	0	0	0
Nov 07, 2023	NA	0	140	218
Nov 08, 2023	NA	0	0	0
Nov 09, 2023	NA	0	0	0
Nov 10, 2023	NA	0	0	0
Nov 11, 2023	NA	0	56	84
Nov 12, 2023	NA	0	0	0
Nov 13, 2023	NA	0	28	24
Nov 14, 2023	NA	0	18	12
Nov 15, 2023	NA	0	26	0
Nov 16, 2023	NA	0	0	0
Nov 17, 2023	NA	0	0	0
Nov 18, 2023	NA	2	57	55
Nov 19, 2023	NA	0	13	14
Nov 20, 2023	NA	0	0	0
Nov 21, 2023	NA	1	49	27
Nov 22, 2023	NA	0	36	26
Nov 23, 2023	NA	0	42	16
Nov 24, 2023	NA	0	0	0
Nov 25, 2023	NA	0	52	41
Nov 26, 2023	NA	0	22	16
Nov 27, 2023	NA	0	0	0
Nov 28, 2023	NA	0	137	76
Nov 29, 2023	NA	3	71	37
Nov 30, 2023	NA	0	0	0
Dec 01, 2023	NA	4	0	0
Dec 02, 2023	NA	0	0	0
Dec 03, 2023	NA	0	306	143
Dec 04, 2023	NA	0	0	0
Dec 05, 2023	NA	0	240	115
Dec 06, 2023	NA	2	0	0
Dec 07, 2023	NA	0	0	0
Dec 08, 2023	NA	2	0	0
Dec 09, 2023	NA	0	0	0
Dec 10, 2023	NA	0	780	398
Dec 11, 2023	NA	0	0	0
Dec 12, 2023	NA	0	489	315
Dec 13, 2023	NA	0	0	0
Dec 14, 2023	NA	0	0	0
Dec 15, 2023	NA	0	0	0
Dec 16, 2023	NA	0	0	0
Dec 17, 2023	NA	19	0	0
Dec 18, 2023	NA	4	0	0
Dec 19, 2023	NA	1	0	0
Dec 20, 2023	NA	0	0	0
Dec 21, 2023	NA	4	3382	1551
Dec 22, 2023	NA	3	752	325
Dec 23, 2023	NA	6	656	333
Dec 24, 2023	NA	5	0	0
Dec 25, 2023	NA	7	1040	608
Dec 26, 2023	NA	3	529	0
Dec 27, 2023	NA	3	702	0
Dec 28, 2023	NA	2	797	0
Dec 29, 2023	NA	5	743	2923
Dec 30, 2023	NA	2	841	526
Dec 31, 2023	NA	12	636	548
Jan 01, 2024	NA	2	573	400
Jan 02, 2024	NA	5	602	722
Jan 03, 2024	NA	4	760	775
Jan 04, 2024	NA	6	761	838
Jan 05, 2024	NA	4	774	919
Jan 06, 2024	NA	3	756	889
Jan 07, 2024	NA	3	605	731
Jan 08, 2024	NA	0	475	469
Jan 09, 2024	NA	2	605	1098
Jan 10, 2024	NA	0	514	511
Jan 11, 2024	NA	3	609	660
Jan 12, 2024	NA	3	441	571
Jan 13, 2024	NA	3	375	536
Jan 14, 2024	NA	2	272	357
Jan 15, 2024	NA	3	189	372
Jan 16, 2024	NA	6	269	514
Jan 17, 2024	NA	2	305	419
Jan 18, 2024	NA	3	355	461
Jan 19, 2024	NA	2	313	600
Jan 20, 2024	NA	1	290	266
Jan 21, 2024	NA	1	203	226
Jan 22, 2024	NA	1	236	236
Jan 23, 2024	NA	1	160	303
Jan 24, 2024	NA	0	198	319
Jan 25, 2024	NA	0	187	276
Jan 26, 2024	NA	2	159	209
Jan 27, 2024	NA	1	182	279
Jan 28, 2024	NA	3	112	177
Jan 29, 2024	NA	0	124	169
Jan 30, 2024	NA	3	133	157
Jan 31, 2024	NA	0	160	210
Feb 01, 2024	NA	1	187	141
Feb 02, 2024	NA	2	0	0
Feb 03, 2024	NA	1	347	252
Feb 04, 2024	NA	0	122	73
Feb 05, 2024	NA	3	124	137
Feb 06, 2024	NA	1	157	167
Feb 07, 2024	NA	0	211	228
Feb 08, 2024	NA	4	0	0
Feb 09, 2024	NA	1	22	623
Feb 10, 2024	NA	1	376	379
Feb 11, 2024	NA	2	74	73
Feb 12, 2024	NA	2	123	114
Feb 13, 2024	NA	0	120	149
Feb 14, 2024	NA	0	120	148
Feb 15, 2024	NA	1	166	122
Feb 16, 2024	NA	2	144	161
Feb 17, 2024	NA	1	155	128
Feb 18, 2024	NA	0	110	84
Feb 19, 2024	NA	1	105	122
Feb 20, 2024	NA	1	161	155
Feb 21, 2024	NA	0	136	159
Feb 22, 2024	NA	6	0	0
Feb 23, 2024	NA	1	322	294
Feb 24, 2024	NA	4	148	132
Feb 25, 2024	NA	2	0	0
Feb 26, 2024	NA	0	239	196
Feb 27, 2024	NA	4	181	200
Feb 28, 2024	NA	1	193	151
Feb 29, 2024	NA	3	204	153
Mar 01, 2024	NA	0	182	133
Mar 02, 2024	NA	0	178	141
Mar 03, 2024	NA	0	120	92
Mar 04, 2024	NA	0	135	189
Mar 05, 2024	NA	11	0	0
Mar 06, 2024	NA	0	0	0
Mar 07, 2024	NA	0	0	0
Mar 08, 2024	NA	2	0	0
Mar 09, 2024	NA	1	947	862
Mar 10, 2024	NA	0	148	117
Mar 11, 2024	NA	0	138	220
Mar 12, 2024	NA	8	197	213
Mar 13, 2024	NA	2	199	219
Mar 14, 2024	NA	2	0	0
Mar 15, 2024	NA	0	0	0
Mar 16, 2024	NA	8	559	452
Mar 17, 2024	NA	2	129	95
Mar 18, 2024	NA	2	86	143
Mar 19, 2024	NA	2	0	0
Mar 20, 2024	NA	1	331	430
Mar 21, 2024	NA	0	131	139
Mar 22, 2024	NA	0	180	180
Mar 23, 2024	NA	3	132	204
Mar 24, 2024	NA	4	121	112
Mar 25, 2024	NA	0	57	85
Mar 26, 2024	NA	0	71	124
Mar 27, 2024	NA	0	129	155
Mar 28, 2024	NA	0	114	127
Mar 29, 2024	NA	0	0	0
Mar 30, 2024	NA	0	0	0
Mar 31, 2024	NA	0	0	0
Apr 01, 2024	NA	0	0	0
Apr 02, 2024	NA	NA	0	0
Apr 03, 2024	NA	NA	0	0
Apr 04, 2024	NA	NA	0	0
Apr 05, 2024	NA	NA	0	0
Apr 06, 2024	NA	NA	NA	NA
